label|command|expected_status|flags|lane|direction|rate|weights|size|ring|cache|txoff|rxoff|timeout|session|path|object|dropdata|dropack|unavailable|rawtarget|spacing|stale|initialseq|faultflags|idle|injectmask|injectdelay|window|started_ms|finished_ms|sequence|fixed_status|rotating_status|fixed_state|rotating_state|fixed_dump_path|rotating_dump_path|fixed_p10_1_dump_path|rotating_p10_1_dump_path
preflight_identity|1|0|0|0|0|0|257|0|8|0|0|0|10000|2685403137|10|1|0|0|0|0|1024|0|0|0|0|0|0|NA|1785569085861|1785569086001|1001|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/preflight_identity.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/preflight_identity.rotating.bin||
diagnostic_only_1byte|3|0|2|3|0|2|257|1|16|1|0|0|30000|2685403137|10|269484033|0|0|0|0|1024|0|0|0|0|0|0|NA|1785569086033|1785569086170|1002|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/diagnostic_only_1byte.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/diagnostic_only_1byte.rotating.bin||
short_ring_wrap|4|0|0|0|0|0|257|0|8|0|0|0|10000|2685403137|10|1|0|0|0|0|1024|0|0|0|0|0|0|NA|1785569086219|1785569086341|1003|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/short_ring_wrap.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/short_ring_wrap.rotating.bin||
idle_heavy_5s|11|0|0|0|0|0|257|0|8|0|0|0|15000|2685403137|10|1|0|0|0|0|1024|0|0|0|5000|0|0|NA|1785569086373|1785569091515|1004|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/idle_heavy_5s.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/idle_heavy_5s.rotating.bin||
pattern_prbs_1m|13|0|0|3|0|2|257|1048576|32|1|0|0|120000|2701197313|257|269484048|8|32|0|524288|65536|4|8|0|0|0|0|NA|1785569091548|1785569095194|1005|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_prbs_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_prbs_1m.rotating.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_prbs_1m.fixed.p10_1.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_prbs_1m.rotating.p10_1.bin
pattern_zero_1m|13|0|256|3|1|2|257|1048576|32|1|0|0|120000|2701197313|257|269484049|8|32|0|524288|65536|4|8|0|0|0|0|NA|1785569095225|1785569098848|1006|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_zero_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_zero_1m.rotating.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_zero_1m.fixed.p10_1.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_zero_1m.rotating.p10_1.bin
pattern_one_1m|13|0|512|3|0|2|257|1048576|32|1|0|0|120000|2701197313|257|269484050|8|32|0|524288|65536|4|8|0|0|0|0|NA|1785569098880|1785569102478|1007|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_one_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_one_1m.rotating.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_one_1m.fixed.p10_1.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_one_1m.rotating.p10_1.bin
pattern_counter_1m|13|0|768|3|1|2|257|1048576|32|1|0|0|120000|2701197313|257|269484051|8|32|0|524288|65536|4|8|0|0|0|0|NA|1785569102522|1785569106159|1008|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_counter_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_counter_1m.rotating.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_counter_1m.fixed.p10_1.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_counter_1m.rotating.p10_1.bin
pattern_corpus_1m|13|0|1024|3|0|2|257|1048576|32|1|0|0|120000|2701197313|257|269484052|8|32|0|524288|65536|4|8|0|0|0|0|NA|1785569106191|1785569109818|1009|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_corpus_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_corpus_1m.rotating.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_corpus_1m.fixed.p10_1.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T072351Z_bb6ce78a_1585d1ad_9ad4f85f/stages/preflight/dumps/pattern_corpus_1m.rotating.p10_1.bin
